2.81	0.02	0.1075
2.80	0.22	0.1073	
2.80	0.46	0.1072	
2.79	0.79	0.1071	
2.79	1.17	0.1072
2.78	1.56	0.1072
2.78	1.85	0.1072	
2.77	2.17	0.1074
2.77	2.35	0.1075
2.77	2.65	0.1077
2.77	2.95	0.1078
2.77	3.24	0.1080
2.76	3.59	0.1083
2.76	4.01	0.1086
