6.63	0.23	0.2527 
 6.62	0.42	0.2530	 
 6.62	0.81	0.2533	 
 6.62	1.14	0.2536	 
 6.62	1.49	0.2540 
 6.62	1.75	0.2544	 
 6.61	2.11	0.2550 
 6.61	2.49	0.2557	 
 6.61	2.73	0.2561	 
 6.60	3.14	0.2569 
 6.60	3.53	0.2577 
 6.60	3.85	0.2583 
